jobId,jobTitleClean,companyName,city,seniority,contractType,workType,sector,publishedAt,keywordMatchScorePercentage,matchedKeywords,unmatchedKeywords,jobUrl
4434465677,GCP Data Governance Engineer - Customer Value and Digital Engagement Department,T-Mobile Polska,Warsaw,mid,Contract,Information Technology,Telecommunications,2026-06-29T00:00:00.000Z,38,Python|SQL|PySpark,Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/gcp-data-governance-engineer-customer-value-and-digital-engagement-department-at-t-mobile-polska-4434465677?trk=public_jobs_topcard-title
4434511965,Analityk ds. Modelowania Danych / Analityk wsparcia tradingu,Polenergia,Warsaw,mid,Full-time,Analyst,"Renewable Energy Semiconductor Manufacturing, Services for Renewable Energy, and Data Infrastructure and Analytics",2026-07-07T00:00:00.000Z,25,Python|SQL,PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/analityk-ds-modelowania-danych-analityk-wsparcia-tradingu-at-polenergia-4434511965?trk=public_jobs_topcard-title
4434581064,Programista / Data Engineer (BI) (k/m) Lokalizacja: Aleje Stanów Zjednoczonych 61,Cyfrowy Polsat S.A.,Warsaw,unspecified,Full-time,Information Technology,Telecommunications,2026-07-07T00:00:00.000Z,50,Python|SQL|PySpark|Machine Learning,Databricks|Git|Azure|C++,https://pl.linkedin.com/jobs/view/programista-data-engineer-bi-k-m-lokalizacja-aleje-stan%C3%B3w-zjednoczonych-61-at-cyfrowy-polsat-s-a-4434581064?trk=public_jobs_topcard-title
4435100244,Senior Software Backend Engineer,Box,Warsaw,senior,Full-time,Engineering,"Construction, Software Development, and IT Services and IT Consulting",2026-07-09T00:00:00.000Z,25,Git|Azure,Python|SQL|PySpark|Databricks|Machine Learning|C++,https://pl.linkedin.com/jobs/view/senior-software-backend-engineer-at-box-4435100244?trk=public_jobs_topcard-title
4435102056,Junior Data Analyst (Power BI),IT Squad,Warsaw,junior,Full-time,Information Technology,IT Services and IT Consulting,2026-06-30T00:00:00.000Z,13,SQL,Python|PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/junior-data-analyst-power-bi-at-it-squad-4435102056?trk=public_jobs_topcard-title
4435453076,Senior Databricks Data Engineer,Capgemini,Warsaw,senior,Full-time,Information Technology and Management,IT Services and IT Consulting,2026-07-03T00:00:00.000Z,75,Python|SQL|PySpark|Databricks|Machine Learning|Azure,Git|C++,https://pl.linkedin.com/jobs/view/senior-databricks-data-engineer-at-capgemini-4435453076?trk=public_jobs_topcard-title
4435456234,Data Engineer,act digital EMEA - Alter Solutions,Warsaw Metropolitan Area,mid,Full-time,Engineering,Software Development,2026-07-03T00:00:00.000Z,25,Python|SQL,PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/data-engineer-at-act-digital-emea-alter-solutions-4435456234?trk=public_jobs_topcard-title
4435462651,Junior Azure Data Engineer with Databricks (AI&Data),Accenture Poland,Warsaw,junior,Full-time,Information Technology,IT Services and IT Consulting,2026-07-03T00:00:00.000Z,63,SQL|PySpark|Databricks|Git|Azure,Python|Machine Learning|C++,https://pl.linkedin.com/jobs/view/junior-azure-data-engineer-with-databricks-ai-data-at-accenture-poland-4435462651?trk=public_jobs_topcard-title
4435526614,Data Engineer with Microsoft Fabric (f/m/x),Sii Poland,Warsaw,mid,Full-time,Engineering,IT Services and IT Consulting,2026-07-01T00:00:00.000Z,63,Python|SQL|PySpark|Databricks|Azure,Git|Machine Learning|C++,https://pl.linkedin.com/jobs/view/data-engineer-with-microsoft-fabric-f-m-x-at-sii-poland-4435526614?trk=public_jobs_topcard-title
4435608155,SAP BW / BDC Developer (Data Engineer - SAP Data & BI) (m/f/d),TD SYNNEX Poland,Warsaw,unspecified,Full-time,Information Technology,IT Services and IT Consulting,2026-07-08T00:00:00.000Z,13,SQL,Python|PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/sap-bw-bdc-developer-data-engineer-sap-data-bi-m-f-d-at-td-synnex-poland-4435608155?trk=public_jobs_topcard-title
4435653150,Data Engineer z GCP (f/m/x),Sii Poland,Warsaw,mid,Full-time,Engineering,IT Services and IT Consulting,2026-07-09T00:00:00.000Z,75,Python|SQL|PySpark|Databricks|Git|Machine Learning,Azure|C++,https://pl.linkedin.com/jobs/view/data-engineer-z-gcp-f-m-x-at-sii-poland-4435653150?trk=public_jobs_topcard-title
4435667235,Analytical Engineer (f/m/d),Awin Global,Warsaw,mid,Full-time,Management and Manufacturing,Advertising Services,2026-07-09T00:00:00.000Z,25,SQL|Databricks,Python|PySpark|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/analytical-engineer-f-m-d-at-awin-global-4435667235?trk=public_jobs_topcard-title
4435685615,Manufacturing Systems Integration Data Engineer,GSK,Warsaw,unspecified,Full-time,"Analyst, Information Technology, and Consulting",Pharmaceutical Manufacturing,2026-07-09T00:00:00.000Z,25,SQL|Azure,Python|PySpark|Databricks|Git|Machine Learning|C++,https://pl.linkedin.com/jobs/view/manufacturing-systems-integration-data-engineer-at-gsk-4435685615?trk=public_jobs_topcard-title
4435900381,Data & Software Engineer 5 — System Insights & Productivity Metrics,Netflix,Warsaw,unspecified,Full-time,Other,Entertainment Providers,2026-07-09T00:00:00.000Z,38,SQL|PySpark|Machine Learning,Python|Databricks|Git|Azure|C++,https://pl.linkedin.com/jobs/view/data-software-engineer-5-%E2%80%94-system-insights-productivity-metrics-at-netflix-4435900381?trk=public_jobs_topcard-title
4436092384,System Engineer III,IGT,Warsaw,mid,Full-time,Other,Gambling Facilities and Casinos,2026-07-06T00:00:00.000Z,13,SQL,Python|PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/system-engineer-iii-at-igt-4436092384?trk=public_jobs_topcard-title
4436181094,Senior Data Platform Engineer,BioSpace,Warsaw,senior,Full-time,Engineering and Information Technology,Internet News,2026-07-03T00:00:00.000Z,63,Python|SQL|PySpark|Databricks|Machine Learning,Git|Azure|C++,https://pl.linkedin.com/jobs/view/senior-data-platform-engineer-at-biospace-4436181094?trk=public_jobs_topcard-title
4436423554,Platform Engineer - ERP Data Platform,Roche,Warsaw,mid,Full-time,Information Technology,"Pharmaceutical Manufacturing, Biotechnology Research, and Medical Equipment Manufacturing",2026-07-02T00:00:00.000Z,25,SQL|Azure,Python|PySpark|Databricks|Git|Machine Learning|C++,https://pl.linkedin.com/jobs/view/platform-engineer-erp-data-platform-at-roche-4436423554?trk=public_jobs_topcard-title
4436631008,Software Engineer 5— Platform Modernization Engineering,Netflix,Warsaw,unspecified,Full-time,Other,Entertainment Providers,2026-07-10T00:00:00.000Z,13,Python,SQL|PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/software-engineer-5%E2%80%94-platform-modernization-engineering-at-netflix-4436631008?trk=public_jobs_topcard-title
4436739625,Senior Data Engineer,Luxoft Poland,Warsaw,senior,Full-time,"Information Technology, Consulting, and Project Management",IT Services and IT Consulting,2026-07-03T00:00:00.000Z,25,Python|SQL,PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/%F0%9F%9F%A0senior-data-engineer%F0%9F%9F%A0-at-luxoft-poland-4436739625?trk=public_jobs_topcard-title
4436818337,Senior Data Engineer,Nearmap,Warsaw,senior,Full-time,"Production, Distribution, and Engineering",Software Development and IT Services and IT Consulting,2026-07-07T00:00:00.000Z,25,Python|SQL,PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/senior-data-engineer-at-nearmap-4436818337?trk=public_jobs_topcard-title
4437024128,Senior Software Engineer,EasyPark,Warsaw,senior,Other,Engineering and Information Technology,IT Services and IT Consulting,2026-06-29T00:00:00.000Z,13,Git,Python|SQL|PySpark|Databricks|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/senior-software-engineer-at-easypark-4437024128?trk=public_jobs_topcard-title
4437422959,"Machine Learning Engineer, Consumer Alliance",HelloFresh,Warsaw,unspecified,Full-time,Engineering and Information Technology,Consumer Services,2026-07-06T00:00:00.000Z,38,Python|PySpark|Machine Learning,SQL|Databricks|Git|Azure|C++,https://pl.linkedin.com/jobs/view/machine-learning-engineer-consumer-alliance-at-hellofresh-4437422959?trk=public_jobs_topcard-title
4437571699,SQL Developer/ Data Engineer,IT Factory,Warsaw,unspecified,Full-time,Other,IT Services and IT Consulting,2026-07-09T00:00:00.000Z,50,SQL|PySpark|Databricks|Azure,Python|Git|Machine Learning|C++,https://pl.linkedin.com/jobs/view/sql-developer-data-engineer-at-it-factory-4437571699?trk=public_jobs_topcard-title
4438201903,Software Engineer Frontend,Microsoft,Warsaw,unspecified,Full-time,Engineering and Information Technology,Software Development,2026-07-08T00:00:00.000Z,63,Python|SQL|Git|Azure|C++,PySpark|Databricks|Machine Learning,https://pl.linkedin.com/jobs/view/software-engineer-frontend-at-microsoft-4438201903?trk=public_jobs_topcard-title
4438283130,Snowflake AI Engineer,Infinite Services,Warsaw,mid,Full-time,Engineering,IT Services and IT Consulting,2026-07-08T00:00:00.000Z,50,Python|SQL|Git|Azure,PySpark|Databricks|Machine Learning|C++,https://pl.linkedin.com/jobs/view/snowflake-ai-engineer-at-infinite-services-4438283130?trk=public_jobs_topcard-title
4438319923,"Software Engineer III, AI/ML Cloud",Google,Warsaw,unspecified,Full-time,Information Technology and Engineering,"Information Services and Technology, Information and Internet",2026-07-10T00:00:00.000Z,38,Python|Machine Learning|C++,SQL|PySpark|Databricks|Git|Azure,https://pl.linkedin.com/jobs/view/software-engineer-iii-ai-ml-cloud-at-google-4438319923?trk=public_jobs_topcard-title
4438326687,(Junior or Mid) Data Engineer with Snowflake,Aviva,Warsaw,junior,Full-time,Information Technology,Insurance,2026-07-10T00:00:00.000Z,38,Python|Git|Azure,SQL|PySpark|Databricks|Machine Learning|C++,https://pl.linkedin.com/jobs/view/junior-or-mid-data-engineer-with-snowflake-at-aviva-4438326687?trk=public_jobs_topcard-title
4438608213,Senior Python Data Scraping Engineer (Freelance),Mindrift,Warsaw,senior,Part-time,Other,IT Services and IT Consulting,2026-07-09T00:00:00.000Z,25,Python|Git,SQL|PySpark|Databricks|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/senior-python-data-scraping-engineer-freelance-at-mindrift-4438608213?trk=public_jobs_topcard-title
4438646796,Senior Data Engineer - Internal Measurement,Samba,Warsaw,senior,Full-time,Information Technology,"Technology, Information and Internet",2026-07-09T00:00:00.000Z,50,Python|SQL|PySpark|Databricks,Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/senior-data-engineer-internal-measurement-at-samba-4438646796?trk=public_jobs_topcard-title
4438683597,Data Engineer Tech Lead,Sanoma Learning,Warsaw,senior,Contract,Information Technology,E-learning,2026-07-09T00:00:00.000Z,38,Python|SQL|PySpark,Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/data-engineer-tech-lead-at-sanoma-learning-4438683597?trk=public_jobs_topcard-title
4438801492,Senior Data Engineer,Nordea,Warsaw,senior,Full-time,Information Technology,Banking,2026-07-09T00:00:00.000Z,13,SQL,Python|PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/senior-data-engineer-at-nordea-4438801492?trk=public_jobs_topcard-title
4438822695,Senior Python Developer (CIB Treasury) - Vice President,JPMorganChase,Warsaw,senior,Full-time,Engineering and Information Technology,Financial Services,2026-07-09T00:00:00.000Z,63,Python|SQL|Databricks|Git|Machine Learning,PySpark|Azure|C++,https://pl.linkedin.com/jobs/view/senior-python-developer-cib-treasury-vice-president-at-jpmorganchase-4438822695?trk=public_jobs_topcard-title
4438899640,Senior Data Engineer (Dataiku DSS platform),DCG,Warsaw,senior,Full-time,Information Technology,Software Development,2026-07-10T00:00:00.000Z,50,Python|SQL|Databricks|Machine Learning,PySpark|Git|Azure|C++,https://pl.linkedin.com/jobs/view/senior-data-engineer-dataiku-dss-platform-at-dcg-4438899640?trk=public_jobs_topcard-title
4438936559,Graduate AI software engineer,Bending Spoons,Warsaw,junior,Full-time,Engineering and Information Technology,Software Development,2026-07-11T00:00:00.000Z,13,Python,SQL|PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/graduate-ai-software-engineer-at-bending-spoons-4438936559?trk=public_jobs_topcard-title
4439057704,Data Engineer,GamblingCareers.com,Warsaw,unspecified,Full-time,Information Technology,Gambling Facilities and Casinos,2026-07-10T00:00:00.000Z,75,Python|SQL|PySpark|Databricks|Machine Learning|Azure,Git|C++,https://pl.linkedin.com/jobs/view/data-engineer-at-gamblingcareers-com-4439057704?trk=public_jobs_topcard-title
4439315362,"Analytics Engineer (DBT, BigQuery)",Box,Warsaw,mid,Full-time,Engineering,"Construction, Software Development, and IT Services and IT Consulting",2026-07-10T00:00:00.000Z,38,Python|SQL|Machine Learning,PySpark|Databricks|Git|Azure|C++,https://pl.linkedin.com/jobs/view/analytics-engineer-dbt-bigquery-at-box-4439315362?trk=public_jobs_topcard-title
4439393875,"Research Engineer, Data Infrastructure",Mistral,Warsaw,unspecified,Full-time,Engineering and Information Technology,"Technology, Information and Internet",2026-07-11T00:00:00.000Z,13,Python,SQL|PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/research-engineer-data-infrastructure-at-mistral-4439393875?trk=public_jobs_topcard-title
4439575012,Praca SQL / ETL Developer,Rex Support Group Foundation,Warsaw,unspecified,Full-time,Business Development and Sales,Professional Training and Coaching,2026-07-11T00:00:00.000Z,13,SQL,Python|PySpark|Databricks|Git|Machine Learning|Azure|C++,https://pl.linkedin.com/jobs/view/praca-sql-etl-developer-at-rex-support-group-foundation-4439575012?trk=public_jobs_topcard-title
